@RELATION results
@ATTRIBUTE symbol {accident,bomb,car,casualty,electricity,fire,firebrigade,flood,gas,injury,paramedics,person,police,roadblock}
@ATTRIBUTE size {small,medium,large}
@ATTRIBUTE mean_gray NUMERIC
@ATTRIBUTE center_of_mass_X NUMERIC
@ATTRIBUTE center_of_mass_Y NUMERIC
@DATA
accident,medium,248.385448,140.180180,110.210210
accident,medium,248.181154,88.497753,93.413295
accident,medium,247.537723,104.999028,92.189504
accident,medium,249.070561,72.223433,121.054269
accident,medium,247.211344,75.295728,106.249852
accident,medium,245.831936,72.048983,95.989776
accident,medium,246.185185,109.211196,101.656489
accident,medium,246.814084,73.458051,87.878665
accident,medium,246.229843,99.938253,115.994764
accident,medium,248.232552,127.469828,140.463442
accident,medium,248.277930,133.722582,148.680008
accident,medium,247.842255,128.888543,145.730335
accident,medium,247.822740,86.208106,108.578544
accident,small,251.071345,117.263889,144.312500
accident,small,250.798133,86.261229,118.345745
accident,small,250.555300,97.247175,113.775424
accident,small,250.574529,97.767068,108.151665
accident,small,250.806805,102.054018,120.333018
accident,medium,248.241119,113.023497,124.955752
accident,medium,248.511069,119.729318,105.600883
accident,medium,249.735883,135.286217,136.139241
accident,medium,249.121750,123.393552,126.360756
accident,medium,249.813545,109.285184,113.579588
accident,medium,247.035782,119.182524,136.982006
accident,medium,249.649444,113.360056,130.306484
accident,medium,248.794019,94.694678,104.488329
accident,medium,248.976915,117.869967,128.422923
accident,medium,248.440278,102.556745,111.387682
accident,medium,247.726839,79.856078,117.052686
accident,medium,249.989628,117.054852,106.300633
accident,medium,248.949855,124.454267,138.343666
accident,medium,248.947846,114.922467,121.695380
accident,medium,247.879808,107.016237,113.353805
accident,large,240.436615,114.375569,101.457533
accident,large,244.785722,103.875714,86.179286
accident,large,246.129909,120.259912,124.465380
accident,large,245.371378,100.305381,129.429975
accident,large,244.575554,109.820737,117.545147
accident,large,241.401190,88.474042,96.772571
accident,large,243.324207,73.719674,80.005208
accident,large,245.650172,114.154079,101.644061
accident,large,244.425980,107.704087,84.224328
accident,large,244.536383,127.519114,157.669882
accident,small,248.869338,87.244559,112.306224
accident,small,251.123709,113.927858,133.073913
accident,small,250.574529,84.375170,108.972290
accident,small,250.144192,105.366131,129.560176
accident,small,250.721088,97.536881,117.985061
accident,medium,245.409927,97.991758,116.519108
accident,medium,248.802321,97.091818,116.345455
accident,medium,248.153208,95.956555,103.979409
accident,medium,248.844475,79.904275,92.778536
accident,medium,247.710461,107.631904,140.275010
accident,medium,248.661535,105.556035,142.474285
accident,medium,248.176853,116.906226,138.685736
accident,medium,249.021959,107.391457,163.490787
accident,medium,248.959853,120.852321,131.341434
accident,medium,248.699403,142.020354,113.254824
accident,large,245.725496,104.584913,134.228339
accident,large,246.743129,108.276779,135.185536
accident,large,244.562030,112.819127,126.448341
accident,large,244.629881,163.422752,78.020202
accident,large,245.521150,82.297453,104.039895
accident,medium,250.093213,89.988432,126.345727
accident,medium,250.914749,98.066584,123.048046
accident,medium,249.144971,129.086806,101.411301
accident,medium,248.818723,123.050125,128.708489
accident,medium,249.060666,142.761039,89.035209
accident,small,251.685486,103.448353,121.124199
accident,small,251.808844,123.102327,127.058167
accident,small,252.208814,110.092921,118.317742
accident,small,252.348702,91.047731,114.918623
accident,small,251.438980,116.389417,104.677069
accident,medium,249.347459,110.278941,128.614414
accident,medium,250.365583,123.120794,127.737776
accident,medium,250.269176,129.071154,116.827871
accident,medium,250.098615,118.622739,115.168217
accident,medium,250.189250,122.673454,136.320890
accident,large,245.913881,139.892559,97.338524
accident,large,246.213570,116.936573,132.761337
accident,large,246.544728,89.358006,138.275227
accident,large,246.282487,154.036140,110.678982
accident,large,247.200884,90.070260,88.486365
accident,medium,249.548329,97.558737,132.300695
accident,medium,249.666627,99.629110,134.039884
accident,medium,249.641267,99.492890,136.842075
accident,medium,250.030362,96.970312,132.597896
accident,medium,249.314410,91.037986,137.774317
accident,medium,249.076458,121.144613,112.179682
accident,medium,249.617493,133.485437,123.220065
accident,medium,249.157820,107.183400,137.348276
accident,medium,249.207815,98.561104,134.694267
accident,medium,249.352292,76.447752,114.277583
accident,medium,249.151611,115.525245,108.482936
accident,medium,249.396124,138.349843,119.841195
accident,medium,249.449073,109.999813,141.844618
accident,medium,248.575208,101.392494,137.546397
accident,medium,248.604786,118.544895,150.552362
accident,medium,247.684181,121.766912,134.268890
accident,medium,248.527373,102.916465,129.950404
accident,medium,248.832200,121.276584,132.751347
accident,medium,248.291933,110.893863,122.430971
accident,medium,247.981178,126.009252,113.235102
accident,small,249.705242,94.278560,124.162594
accident,small,251.009687,142.002053,118.020999
accident,small,249.774590,117.191055,120.194707
accident,small,249.653989,111.178148,118.521997
accident,small,249.588307,114.650256,127.834840
accident,medium,248.814614,95.151474,144.873016
accident,medium,247.788193,111.102731,107.246641
accident,medium,248.811222,75.350687,109.722523
accident,medium,248.516226,98.801863,127.102873
accident,medium,249.636966,78.348323,118.925559
accident,medium,246.869417,123.163774,105.758789
accident,medium,249.684645,107.589713,123.444803
accident,medium,249.989628,107.803012,120.191239
accident,medium,249.804450,94.723203,108.361111
accident,medium,249.009057,133.171505,101.312366
accident,large,247.000583,141.089125,89.472608
accident,large,247.043615,68.002043,139.716141
accident,large,247.731734,104.057349,128.143302
accident,large,248.729403,78.649887,111.597632
accident,large,248.591424,145.173062,79.410459
accident,small,247.927331,100.846611,138.067317
accident,small,248.322110,131.480100,112.058872
accident,small,248.608305,125.068832,125.051966
accident,small,248.215604,98.165250,89.193579
accident,small,247.989721,55.443674,115.535414
accident,medium,247.636817,118.514563,133.414239
accident,medium,248.358228,88.487466,129.395349
accident,medium,248.474826,97.857143,87.456995
accident,medium,249.546467,45.244789,128.872696
accident,medium,249.597622,55.814162,100.383698
accident,large,244.725164,120.465250,115.293829
accident,large,248.535284,101.189877,137.032398
accident,large,248.257066,92.993466,132.647984
accident,large,249.204837,95.439982,141.378075
accident,large,247.875472,88.233430,131.637885
accident,small,245.725734,111.492887,141.139896
accident,small,245.444965,131.522711,87.358491
accident,small,248.767952,137.016636,98.957178
accident,small,248.874540,98.690418,131.522523
accident,small,248.608698,56.104546,127.735601
accident,medium,250.047591,101.895406,117.847864
accident,medium,249.557953,74.510853,126.542054
accident,medium,250.451229,79.548204,110.677169
accident,medium,249.864449,81.888889,95.399471
accident,medium,250.477247,89.969756,118.429786
accident,medium,247.185085,111.730259,137.128456
accident,medium,248.157509,118.701355,86.623035
accident,medium,248.213366,97.252011,104.719253
accident,medium,249.277634,107.913826,109.744318
accident,medium,249.162006,106.114679,78.819572
accident,medium,246.944251,107.312441,146.206361
accident,medium,251.079876,59.080078,123.826335
accident,medium,249.555252,81.832894,136.176077
accident,medium,249.936110,107.583333,126.078509
accident,medium,249.920131,85.868906,103.305887
accident,medium,249.364900,100.682221,128.725537
accident,medium,249.663229,114.382255,97.647595
accident,medium,249.265005,85.717842,114.198709
accident,medium,249.698606,119.510884,102.065306
accident,medium,249.624064,102.519246,87.871055
accident,medium,247.603709,104.069764,179.906928
accident,medium,249.030561,95.605263,165.254386
accident,medium,250.040144,114.113095,157.123810
accident,medium,248.226232,131.560645,161.015267
accident,medium,249.890149,100.600379,146.754735
accident,medium,249.999500,114.922712,134.336905
accident,medium,249.885951,120.771307,148.210368
accident,medium,249.930143,134.121212,135.676236
accident,medium,249.638090,82.526389,138.509105
accident,medium,250.376695,123.748846,150.964174
accident,medium,247.598266,120.572177,132.078232
accident,medium,249.575938,124.644444,142.668687
accident,medium,248.523072,107.479853,188.048230
accident,medium,248.656395,117.648841,142.614973
accident,medium,247.615294,116.561183,150.242199
accident,medium,249.676879,119.903182,160.031195
accident,medium,249.852004,118.863208,144.027516
accident,medium,249.967331,115.770106,150.127360
accident,medium,249.723611,118.519360,142.038976
accident,medium,249.280236,107.963408,156.117591
accident,small,251.667674,107.542416,153.878836
accident,small,251.679822,120.668406,147.626110
accident,small,251.907762,148.368333,139.951667
accident,small,252.421517,143.519188,159.451316
accident,small,251.094273,109.804376,162.160232
accident,medium,249.889294,113.412311,157.042393
accident,medium,250.793868,133.149487,144.386421
accident,medium,250.286379,131.151773,143.051064
accident,medium,249.736443,86.509963,155.894522
accident,medium,249.624591,93.998602,147.447939
accident,small,250.589180,93.689488,144.983837
accident,small,252.118498,119.020690,159.960920
accident,small,251.043311,171.315932,161.429621
accident,small,251.664269,102.000252,144.836231
accident,small,250.522920,96.990133,160.108534
accident,medium,248.029943,120.982622,132.617406
accident,medium,250.316485,151.832161,158.986632
accident,medium,249.070772,101.651458,145.949303
accident,medium,249.129280,108.502037,155.173594
accident,medium,248.798710,141.225596,145.022550
accident,large,243.448870,129.118785,125.594843
accident,large,243.405181,108.712557,199.334796
accident,large,244.020188,142.843570,169.688721
accident,large,244.213565,144.101635,176.945838
accident,large,244.531977,113.094290,145.213811
accident,medium,248.481883,126.666955,120.900850
accident,medium,249.563853,118.743190,146.054842
accident,medium,249.258500,122.993158,154.442575
accident,medium,248.007297,108.653722,159.307443
accident,medium,249.030561,100.924731,152.943164
accident,large,242.535486,131.860188,126.331628
accident,large,244.737638,118.662352,140.423948
accident,large,244.536278,90.464824,138.670762
accident,large,242.813065,124.207235,131.366925
accident,large,241.939088,107.360703,150.462010
accident,medium,247.590334,121.520697,134.666667
accident,medium,248.613388,132.269044,150.248779
accident,medium,248.971447,140.665053,127.875905
accident,medium,248.870069,129.981248,137.694996
accident,medium,249.057816,134.048124,119.788659
accident,medium,248.703704,130.837607,92.390561
accident,medium,248.111960,129.882579,133.317396
accident,medium,247.836445,125.437874,136.147088
accident,medium,246.933004,121.700973,120.980524
accident,medium,248.274411,126.180020,143.144928
accident,medium,249.497324,109.440952,124.550255
accident,medium,249.975897,124.952351,128.954474
accident,medium,250.755161,125.653070,127.862674
accident,medium,249.914869,112.997863,113.744872
accident,medium,248.927343,121.190522,134.831286
accident,large,246.314865,181.062324,98.273181
accident,large,246.812224,115.189780,124.298614
accident,large,247.710461,143.848338,97.147628
accident,large,245.284608,122.366992,124.133491
accident,large,245.915468,122.532176,129.154284
accident,small,252.185941,105.262970,121.826476
accident,small,252.066889,128.637912,132.251161
accident,small,252.456434,113.544664,123.302149
accident,small,251.427816,124.137327,130.902611
accident,small,251.834578,110.293685,121.822531
accident,medium,250.069794,110.064065,128.814491
accident,medium,249.848092,116.725994,126.671168
accident,medium,249.921506,121.654591,114.367644
accident,medium,249.975813,120.403984,105.453159
accident,medium,249.804908,83.383858,109.504608
accident,medium,250.489796,109.266535,123.249141
accident,medium,250.353351,139.226962,102.232651
accident,medium,249.955222,123.465608,108.608466
accident,medium,250.220662,119.441571,124.426519
accident,medium,250.854078,141.081575,128.746835
accident,medium,249.727668,113.117805,128.780617
accident,medium,250.122951,115.705795,122.709411
accident,medium,250.230470,127.692744,100.218821
accident,medium,249.603965,131.357571,91.804274
accident,medium,249.385923,92.967846,137.779989
accident,small,253.353408,112.862197,132.912517
accident,small,252.888243,109.875287,123.170690
accident,small,252.939941,98.173611,117.607639
accident,small,252.613004,148.593557,123.323669
accident,small,252.155392,136.296552,113.133333
accident,medium,251.331549,103.883844,97.856981
accident,medium,251.590634,118.117053,137.759575
accident,medium,250.515495,105.491146,135.131672
accident,medium,249.846897,113.233105,129.438025
accident,medium,251.739517,127.426893,124.049085
accident,large,246.728559,107.660475,153.136337
accident,large,246.239375,138.880336,110.111686
accident,large,247.116727,113.788549,92.258078
accident,large,246.309398,139.863633,141.888635
accident,large,246.345831,131.714702,150.526842
accident,medium,251.642828,129.304130,136.112085
accident,medium,252.404613,125.167669,131.782395
accident,medium,252.126025,119.960934,134.164331
accident,medium,251.246236,115.087200,124.179235
accident,medium,252.441054,112.605760,130.491063
accident,medium,250.220741,119.165582,109.252014
accident,medium,250.751142,85.429072,116.784005
accident,medium,251.477687,117.423605,99.057296
accident,medium,250.990930,131.577179,120.356683
accident,medium,251.808667,123.519251,124.106239
accident,medium,251.119426,115.254657,111.909000
accident,medium,251.044302,137.564540,113.156501
accident,medium,251.626365,128.133676,119.829263
accident,medium,250.854078,110.962529,129.108526
accident,medium,250.150384,111.986947,119.721296
accident,small,253.421713,113.904655,120.258153
accident,small,252.488363,108.662958,121.715532
accident,small,253.389219,91.244062,124.080262
accident,small,252.318765,141.171625,124.440496
accident,small,251.920895,138.961107,126.826349
accident,medium,251.378350,107.221203,142.625816
accident,medium,251.381141,131.015748,103.220472
accident,medium,250.772240,85.441360,101.065849
accident,medium,250.987401,146.600000,121.870948
accident,medium,251.460027,137.489557,114.664757
accident,small,251.898741,125.629041,119.469342
accident,small,252.146286,109.217850,108.885746
accident,small,251.972273,112.211727,117.479357
accident,small,252.565764,120.253782,108.844640
accident,small,252.157205,114.023102,105.140264
accident,large,251.075479,110.758333,147.202667
accident,large,250.072652,128.159716,124.541457
accident,large,250.504496,78.521002,132.494412
accident,large,250.451247,106.126061,94.387273
accident,large,250.854291,117.895073,147.175840
accident,medium,251.621500,102.877386,124.567303
accident,medium,251.443281,126.719261,123.071479
accident,medium,251.684123,118.917204,100.484793
accident,medium,250.853867,129.321635,112.582063
accident,medium,251.281817,118.890771,127.789714
accident,large,249.945575,119.654444,117.106667
accident,large,251.337895,131.537215,140.987443
accident,large,250.004591,144.302817,108.736236
accident,large,250.042338,157.425276,119.474659
accident,large,250.608426,131.052566,140.526907
accident,medium,250.445822,142.041606,98.958878
accident,medium,250.350891,128.623176,136.089921
accident,medium,250.170259,103.414550,103.204233
accident,medium,249.864449,126.909040,111.639393
accident,medium,250.568309,116.711667,141.913571
accident,medium,250.580648,125.276190,93.793464
accident,medium,249.579635,132.508739,133.413429
accident,medium,250.988162,109.784003,113.797040
accident,medium,249.873016,134.331165,111.175160
accident,medium,250.038104,137.589253,107.364242
accident,medium,249.617134,109.478667,131.426254
accident,medium,250.428150,122.567207,124.682282
accident,medium,251.043311,96.725164,120.212184
accident,medium,249.637910,120.428301,137.161342
accident,medium,249.256465,120.442117,116.751258
accident,medium,248.570601,114.434560,77.797546
accident,medium,251.227426,115.020161,126.470814
accident,medium,250.034945,128.008408,110.480792
accident,medium,249.473351,124.902818,126.142724
accident,medium,250.659371,118.008764,113.499742
accident,small,252.648408,114.397247,116.191740
accident,small,252.125038,118.541583,107.455755
accident,small,252.745732,112.071301,103.449198
accident,small,252.091711,119.249894,109.890805
accident,small,252.094684,121.210005,120.233496
accident,large,245.216164,134.925708,69.942217
accident,large,245.667375,162.914940,93.373823
accident,large,245.039466,123.709567,124.883963
accident,large,245.577269,136.172394,136.804527
accident,large,244.493271,132.579486,146.783089
accident,medium,248.618388,115.603556,145.628626
accident,medium,248.958390,115.313655,131.354800
accident,medium,250.253946,113.145480,112.542373
accident,medium,250.435612,120.730509,123.503056
accident,medium,250.477247,113.526360,114.175453
accident,large,243.397069,124.816921,128.482142
accident,large,244.716222,123.161881,126.166667
accident,large,243.264243,171.518920,70.571463
accident,large,243.708471,119.635587,120.137295
accident,large,243.456790,121.686131,139.714748
accident,medium,248.251531,117.464589,99.271010
accident,medium,250.355191,120.611417,126.383572
accident,medium,250.690190,112.815775,119.323045
accident,medium,249.920131,120.685038,117.098823
accident,medium,250.484110,122.787672,106.771360
accident,medium,250.471311,128.690132,97.822503
accident,medium,248.639456,128.959443,113.392045
accident,medium,249.457546,133.617863,118.580166
accident,medium,249.591913,123.825561,120.588975
accident,medium,250.112875,126.196727,119.816795
accident,medium,248.895192,130.161949,152.941267
accident,medium,249.335914,131.332125,131.585313
accident,medium,249.873507,121.112244,130.769396
accident,medium,250.324858,127.273420,131.184096
accident,medium,249.989628,108.829856,126.140473
accident,medium,247.573271,128.939249,117.995811
accident,medium,247.955373,132.565957,106.341844
accident,medium,247.834952,121.772455,110.126248
accident,medium,247.368513,141.742270,106.296485
accident,medium,247.919998,106.924032,137.382481
accident,small,252.559972,118.560029,125.526842
accident,small,252.590306,112.130304,122.538213
accident,small,252.798017,126.411565,119.996599
accident,small,252.969555,124.219969,137.338534
accident,small,252.849626,118.916164,128.062971
accident,medium,249.531266,115.471771,129.044325
accident,medium,249.411834,129.744618,132.232097
accident,medium,249.753086,122.765868,133.202064
accident,medium,250.185446,124.240306,121.713884
accident,medium,249.822182,114.674922,120.911774
accident,medium,250.188196,117.343417,138.257505
accident,medium,250.489872,109.412966,140.571153
accident,medium,250.643341,117.646550,142.544228
accident,medium,250.811141,114.381081,148.149837
accident,medium,251.245446,102.410467,148.359741
accident,large,245.507962,133.213504,144.288932
accident,large,247.092923,127.936712,159.699942
accident,large,246.635167,132.820899,157.517615
accident,large,247.204586,121.586335,113.418646
accident,large,246.899806,121.404066,160.996751
accident,medium,250.271641,102.163026,142.189017
accident,medium,250.431005,116.746909,135.189410
accident,medium,249.886958,115.221898,130.336708
accident,medium,250.433884,113.867235,108.333333
accident,medium,250.559637,102.308632,139.188564
accident,medium,249.718821,101.435217,138.089774
accident,medium,250.406800,123.543889,135.088975
accident,medium,250.548725,136.252385,117.072638
accident,medium,250.687293,112.864171,144.172190
accident,medium,251.426078,116.795436,143.221543
accident,medium,250.981108,114.551274,131.546266
accident,medium,250.634740,105.869698,136.635381
accident,medium,250.540123,111.436272,137.246583
accident,medium,250.678256,104.202276,137.784398
accident,medium,250.746329,109.794129,149.206796
accident,large,245.077788,109.455009,78.405535
accident,large,245.186971,124.183564,141.207672
accident,large,245.857847,125.791677,140.407399
accident,large,246.652053,123.201039,146.142690
accident,large,245.181390,119.534341,145.245513
accident,medium,251.826257,107.332953,120.125350
accident,medium,252.832103,116.591439,135.888342
accident,medium,252.499577,118.976898,137.570090
accident,medium,252.644124,111.722523,121.054054
accident,medium,253.048669,105.733878,143.853298
accident,medium,251.873181,104.979081,132.766632
accident,medium,251.894859,105.237968,136.743631
accident,medium,252.198838,119.063704,140.140135
accident,medium,251.933233,113.802044,138.114204
accident,medium,252.342137,114.032507,140.914737
accident,small,254.090818,113.577358,112.447956
accident,small,253.899690,117.660392,113.345426
accident,small,253.856808,118.480491,112.937570
accident,small,253.704268,109.416843,121.531278
accident,small,253.839274,105.098972,120.603350
accident,small,253.557195,113.503996,116.689833
accident,small,253.788558,126.472276,121.266190
accident,small,253.933590,134.155613,122.317210
accident,small,253.929531,118.263860,125.943874
accident,small,253.758699,125.817289,118.350330
accident,medium,251.445993,122.630899,131.832582
accident,medium,249.864449,111.632325,135.620605
accident,medium,249.076441,103.214520,134.056833
accident,medium,249.570762,124.440919,130.607985
accident,medium,249.057963,83.500906,134.840830
accident,medium,247.381311,136.515645,123.764158
accident,medium,248.181056,108.175784,135.522729
accident,medium,247.022111,77.869379,152.918297
accident,medium,247.052846,107.605161,144.910623
accident,medium,248.181268,103.834595,141.253518
accident,small,249.266787,92.190322,107.268181
accident,small,250.510018,108.047105,135.157258
accident,small,250.513057,113.620162,130.457246
accident,small,249.800219,120.745399,120.098160
accident,small,250.206523,110.075788,121.485580
accident,medium,249.219863,115.489722,105.092301
accident,medium,249.329145,116.955605,134.820930
accident,medium,249.808996,111.012500,139.941667
accident,medium,249.898294,104.773772,128.573496
accident,medium,249.396124,115.012196,136.376805
accident,large,248.780488,103.731594,106.121932
accident,large,248.416840,119.997914,138.048394
accident,large,249.069267,137.529738,137.672978
accident,large,248.418116,117.257192,121.258822
accident,large,248.260727,107.633406,125.429863
accident,small,250.704968,127.301882,129.464141
accident,small,250.854078,119.768139,141.709573
accident,small,250.288486,118.388863,142.124659
accident,small,251.214764,118.666067,128.074307
accident,small,251.256551,101.780769,127.305128
accident,medium,249.239304,121.470044,131.703909
accident,medium,249.533748,112.005862,133.685694
accident,medium,249.112275,117.762519,160.056093
accident,medium,249.402439,121.649066,132.327922
accident,medium,249.176786,127.492671,129.931087
accident,medium,248.848740,119.496392,127.989899
accident,medium,249.247766,122.498800,131.392069
accident,medium,249.521886,122.119356,148.017026
accident,medium,248.943563,121.931657,143.345322
accident,medium,249.679974,129.042148,141.949346
accident,large,244.915013,146.440603,99.593398
accident,large,246.045841,129.537008,124.668980
accident,large,245.294281,133.752625,120.949499
accident,large,246.223011,132.816399,130.804478
accident,large,245.344819,129.597682,124.295796
accident,medium,250.743654,118.337697,134.030700
accident,medium,249.890234,142.080443,127.176060
accident,medium,250.421342,104.403810,114.337381
accident,medium,249.354008,107.826695,148.533108
accident,medium,249.204935,107.358749,148.746657
accident,medium,249.817073,66.188156,133.785787
accident,medium,250.226169,110.218436,150.175102
accident,medium,249.013358,113.299328,133.637425
accident,medium,248.669119,116.542098,141.251809
accident,medium,249.744450,112.835607,146.166163
accident,medium,249.718960,110.661322,81.886076
accident,medium,247.357569,114.539363,132.693467
accident,medium,246.690953,115.157097,125.916268
accident,medium,246.285296,112.696147,149.032099
accident,medium,244.824428,115.259067,151.410412
accident,medium,246.405258,110.337068,129.919512
accident,medium,246.768367,107.380004,129.770847
accident,medium,247.645878,117.842564,121.581538
accident,medium,247.364503,120.053303,99.762012
accident,medium,247.231113,115.628869,115.496481
accident,small,250.009033,111.103059,135.800446
accident,small,250.058440,106.067626,132.583921
accident,small,249.046459,109.055294,125.727782
accident,small,247.966994,115.203426,98.326196
accident,small,247.295890,103.474934,120.032444
accident,small,250.501050,115.597421,105.138968
accident,small,250.260575,106.064095,130.868727
accident,small,251.228243,106.658451,134.644595
accident,small,250.566893,109.256854,123.562771
accident,small,250.394858,93.883001,130.604197
accident,large,242.475307,162.131107,96.301429
accident,large,242.489246,129.915968,148.113858
accident,large,240.252502,132.090101,135.640157
accident,large,239.079365,126.000757,155.099717
accident,large,239.568677,123.303922,75.446078
accident,medium,246.929408,115.519377,127.463930
accident,medium,247.533404,102.460654,133.007959
accident,medium,246.934496,97.859241,141.089940
accident,medium,246.994709,100.513694,136.032732
accident,medium,246.877000,102.441265,119.376506
accident,medium,245.202929,106.187520,145.842725
accident,medium,245.151285,97.201498,146.633538
accident,medium,244.514845,116.474378,142.713603
accident,medium,245.640871,134.110218,145.365070
accident,medium,245.136499,130.843758,100.407231
accident,large,242.120738,135.370713,90.271948
accident,large,243.154298,126.903597,115.169276
accident,large,241.058821,118.764590,135.151940
accident,large,242.015601,138.544676,138.643482
accident,large,239.754061,179.330118,108.606645
accident,medium,245.593948,130.523513,131.175271
accident,medium,246.010866,120.264816,136.849950
accident,medium,246.099529,131.440890,133.107112
accident,medium,246.433610,119.348714,139.760830
accident,medium,246.086931,116.859649,108.571083
accident,medium,246.417244,105.847387,121.355089
accident,medium,246.002833,127.823201,100.366177
accident,medium,245.516849,98.785990,139.572670
accident,medium,246.737178,105.530269,138.569495
accident,medium,246.884487,113.532839,131.726598
accident,medium,246.297802,120.969677,125.118897
accident,medium,246.153360,102.483634,126.548999
accident,medium,246.756084,93.711898,131.445848
accident,medium,247.619915,105.017507,140.141369
accident,medium,247.956612,116.622018,114.447299
accident,medium,248.626920,125.386198,136.860830
accident,medium,249.580349,133.265902,146.749230
accident,medium,247.865925,109.963136,142.348050
accident,medium,249.382151,131.531797,132.964877
accident,medium,248.673475,140.419524,140.027881
accident,small,248.938525,99.870079,142.793454
accident,small,251.420007,120.593107,134.823784
accident,small,251.415689,121.160892,119.784946
accident,small,250.789620,107.483744,137.584465
accident,small,251.770138,99.439139,118.036517
accident,medium,248.657790,117.671431,127.035949
accident,medium,250.828168,124.532638,148.733815
accident,medium,249.301104,121.300494,137.354797
accident,medium,249.404125,100.704775,155.406747
accident,medium,250.643194,134.597324,134.779823
accident,large,245.585416,109.783777,149.801720
accident,large,248.138651,176.502330,128.995745
accident,large,247.229364,110.100190,157.056838
accident,large,247.908065,126.811756,153.971358
accident,large,247.166775,123.130657,151.351487
accident,medium,249.688571,111.732717,141.924990
accident,medium,250.124390,99.055069,110.200623
accident,medium,248.989899,118.252272,141.096914
accident,medium,248.479034,149.352022,101.567364
accident,medium,249.152295,92.766410,121.160066
accident,medium,248.861743,126.092766,139.707944
accident,medium,248.630290,126.136230,158.989160
accident,medium,249.511253,148.097005,139.769662
accident,medium,249.217687,128.479402,154.039690
accident,medium,250.154702,101.342220,166.484406
accident,medium,248.063836,111.840252,103.106918
accident,medium,250.157357,102.718302,129.109811
accident,medium,249.116576,97.045364,159.649886
accident,medium,249.239103,101.695958,104.057842
accident,medium,249.036123,107.222584,93.679334
accident,large,246.690602,121.504344,158.556417
accident,large,247.680108,105.935765,174.752782
accident,large,247.628285,113.239390,154.323716
accident,large,247.980941,134.712638,155.815956
accident,large,248.503518,114.849940,152.044592
accident,small,251.237579,124.187649,147.306382
accident,small,250.927191,94.682411,158.510207
accident,small,251.592745,117.963595,151.945961
accident,small,250.952381,101.225012,162.106881
accident,small,251.329320,116.472523,156.583123
accident,medium,250.748244,111.661699,146.386620
accident,medium,251.510706,102.811151,149.350011
accident,medium,250.819742,101.928942,158.008796
accident,medium,251.005288,107.799649,152.289726
accident,medium,250.581767,121.039536,145.071378
accident,medium,250.917372,121.640220,159.030844
accident,medium,251.529296,126.583798,151.281977
accident,medium,250.772168,116.687608,151.248633
accident,medium,250.965231,141.136899,107.473416
accident,medium,249.671435,114.751254,132.468405
accident,medium,248.355658,114.933457,133.706171
accident,medium,248.849436,102.637849,97.115914
accident,medium,249.267102,140.529765,127.450704
accident,medium,247.641471,106.162525,103.754356
accident,medium,247.736248,112.731475,141.057272
accident,medium,250.299107,83.991342,114.108225
accident,medium,249.331613,170.760066,110.837624
accident,medium,249.632170,151.585168,137.969661
accident,medium,249.813122,125.522279,134.431049
accident,medium,249.874503,167.321542,128.256831
accident,large,246.655916,172.771962,104.397373
accident,large,245.754048,179.486432,108.566019
accident,large,246.742989,154.491809,121.803820
accident,large,246.656128,141.122355,128.397041
accident,large,247.458507,90.726761,121.142410
accident,medium,250.185446,147.440325,111.434675
accident,medium,250.099990,124.743928,121.363956
accident,medium,249.852004,102.278873,128.522066
accident,medium,250.618071,127.846973,133.840871
accident,medium,250.193568,149.103420,143.286102
accident,medium,250.284151,100.545529,114.542233
accident,medium,249.397675,145.330675,135.214602
accident,medium,249.912869,107.784797,124.589222
accident,medium,249.561308,140.924883,128.781690
accident,medium,249.347152,144.207672,140.392857
accident,medium,249.671680,116.277840,102.751210
accident,medium,251.216976,125.444975,133.819667
accident,medium,251.281754,130.930163,133.689589
accident,medium,251.325019,119.611247,121.555012
accident,medium,251.246670,131.232600,120.912386
accident,large,246.822493,159.546554,106.601858
accident,large,248.432757,148.399025,142.337906
accident,large,247.324644,174.381573,122.701399
accident,large,247.930828,164.324074,143.254703
accident,large,247.440288,95.210576,115.407696
accident,small,252.769070,102.400319,108.754386
accident,small,252.133489,95.856925,117.618721
accident,small,252.187310,139.248460,130.361739
accident,small,252.523241,127.465386,134.007929
accident,small,252.078861,143.192407,142.004602
accident,medium,249.621651,83.943311,130.737609
accident,medium,250.652630,160.829421,122.595853
accident,medium,251.387002,121.857717,134.703723
accident,medium,251.248813,162.403509,130.923977
accident,medium,250.871281,108.864407,125.111380
accident,medium,250.656841,91.493895,132.462149
accident,medium,251.044302,128.850557,131.362296
accident,medium,250.647005,138.754442,120.155880
accident,medium,250.548725,170.833982,115.219844
accident,medium,249.981964,129.010358,129.678220
accident,small,252.743401,128.533497,125.920427
accident,small,253.142077,113.718258,123.264657
accident,small,253.130112,113.713696,118.590759
accident,small,252.969766,126.130587,128.061782
accident,small,252.815220,103.720136,123.872496
accident,medium,248.780488,135.806313,123.155667
accident,medium,248.355343,112.356659,142.315895
accident,medium,249.761688,115.614286,149.800529
accident,medium,249.324270,103.481319,131.642246
accident,medium,249.126912,102.671470,130.831513
accident,medium,250.459585,95.046571,98.643756
accident,medium,250.017431,110.428626,94.922931
accident,medium,251.145036,95.393413,116.258777
accident,medium,250.154620,99.309409,99.164321
accident,medium,250.624681,96.246437,105.302398
accident,large,248.827411,69.128488,160.382021
accident,large,248.543921,91.819694,142.269035
